순위,회사명,15년 매출액,14년 매출액,증감율(%),기업형태,위치
953,(주)에스에너지,"299,268","260,301",15,코스,
954,(주)에버다임,"298,961","291,612",3,코스,
955,(주)건화,"298,907","276,935",8,외감,
956,엘지에릭슨(주),"297,352","343,210",-13,외감,
957,(주)대명건설,"296,934","184,738",61,외감,
958,삼광글라스(주),"296,449","283,830",4,유가,
959,장금마리타임(주),"296,196","248,349",19,외감,
960,한국컴퓨터(주),"295,919","363,261",-19,코스,
961,한국엔에스케이(주),"295,688","272,682",8,외감,
962,유니퀘스트(주),"295,667","282,064",5,유가,
963,대림씨엔에스(주),"295,452","257,906",15,유가,
964,(주)천재교육,"294,955","273,186",8,외감,
965,상신브레이크(주),"294,441","283,669",4,유가,
966,에스케이머티리얼즈(주),"294,226","196,220",50,코스,
967,(주)경기고속,"293,991","295,112",0,외감,
968,(주)벽산,"293,985","285,568",3,유가,
969,한국엔지니어링플라스틱(주),"293,755","288,339",2,외감,
970,(주)동아지질,"292,756","287,905",2,유가,
971,(주)코스콤,"292,357","280,304",4,외감,
972,경북광유(주),"291,746","299,164",-2,외감,
973,(주)동아일보사,"291,716","285,655",2,외감,
974,한성기업(주),"291,547","287,155",2,유가,
975,경남스틸(주),"291,241","289,478",1,코스,
976,(주)케이씨텍,"291,168","231,612",26,유가,
977,(주)한솔케미칼,"290,203","277,931",4,유가,
978,부산교통공사,"289,705","292,938",-1,외감,
979,이스타항공(주),"289,424","270,076",7,외감,
980,호전실업(주),"289,118","245,149",18,외감,
981,엔에이치엔비즈니스플랫폼(주),"289,038","281,111",3,외감,
982,DK유아이엘(주),"288,576","267,867",8,코스,
983,해원에스티(주),"288,231","290,919",-1,외감,
984,대선조선(주),"287,009","245,185",17,외감,
985,신한기계(주),"286,632","343,239",-16,외감,
986,태경농산(주),"286,424","278,069",3,외감,
987,클라쎄오토(주),"285,998","239,118",20,외감,
988,(주)한일맨파워,"285,997","212,410",35,외감,
989,(주)일진베어링,"285,850","262,539",9,외감,
