구이름,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
송파구,144,1948,14,84,0,1,0,0,3,0,1093,443,3521,2072,10140,8290,10698,24673,6882,8977,5412,4612,5401,4074,6300,4450,6111,4893,6055,4770,6693,5227,8100,5804,8133,6297,15117,7708,7475,7747,5235,5058,4688,4478,3825,5650,1357,4763
송파구,237,4089,13,96,0,0,0,0,4,0,2904,808,8688,3447,29662,10528,26672,21002,14568,10909,12332,7286,12198,7496,12285,8454,11551,9624,10056,9869,10843,11643,12919,13664,15653,15637,18066,18651,9228,22606,6867,13879,6086,11928,5583,14015,1635,9432
송파구,177,4157,11,83,0,35,0,0,1,0,5257,241,10453,2708,32533,6207,32345,18249,17880,8966,13450,6801,12666,6898,12747,7707,12192,8707,10677,9204,10416,11802,12261,14813,13079,16105,14034,20149,7588,23084,5492,14307,5125,13723,3500,14903,1486,9678
송파구,147,4220,13,48,0,56,0,0,1,0,6416,206,8936,2378,29853,3743,29997,9184,15013,8488,10785,8816,9665,7024,9968,7569,9481,7994,8823,8651,8480,11033,8928,13830,9327,14711,9212,18197,5583,19562,4018,12414,3413,11733,2211,12686,924,8838
은평구,896,10477,30,244,0,20,0,0,0,0,10380,1417,24683,7066,78654,11313,95304,19366,47385,15084,31965,13732,29215,15985,29312,18002,28708,21963,25506,21786,24295,28275,26895,32292,29172,41410,27946,61964,18372,68345,13153,42489,11476,41095,9854,42163,4814,30885
은평구,192,2794,4,64,0,0,0,0,0,0,1848,227,5248,2047,16982,3543,18125,8684,9220,5533,6916,4637,6165,4906,6718,5940,6899,5317,5948,6184,5942,6564,6307,8705,6741,10927,6306,15095,4301,15266,2915,9329,2484,8751,1916,9257,929,8095
은평구,349,2365,19,56,0,0,0,0,2,0,1876,347,3895,1920,14524,4897,15664,8216,8214,9242,6740,6999,8048,7813,9663,9407,11297,9423,11770,9648,12911,10008,14345,12076,15094,12649,14412,18684,10251,17562,8650,10524,8273,8014,6717,8445,2455,6261
은평구,142,2192,2,30,0,0,0,0,3,0,2050,127,4691,1207,15101,2231,15226,3804,8126,4627,5271,4417,4897,3505,4626,3616,4566,3686,3872,3721,3936,4715,4289,5500,4379,6884,3839,9413,2183,11253,1463,7243,1158,7177,1148,7080,542,5211
영등포구,263,2298,18,48,0,0,0,0,0,0,2402,737,6133,2813,18600,9135,20829,43954,10770,15607,8096,7662,7380,6141,7583,5986,8308,7193,7654,7268,8507,7574,9336,8537,13159,9462,31872,15412,13610,14487,8267,9430,7434,8845,5382,8980,2087,6647
영등포구,323,691,5,44,0,0,0,0,2,0,1013,468,2233,1614,7042,4623,8592,20267,4650,9581,3708,4827,4201,3983,4206,3830,4933,4392,4852,4384,5114,4304,5582,4570,7828,5025,15391,7840,7406,5543,4426,3500,3975,2998,3087,3490,1503,2285
영등포구,541,1352,25,61,0,0,0,0,2,0,3224,1145,4106,7900,11462,12680,15452,38747,8661,22007,8321,15153,9497,14773,10597,16688,12304,21701,13328,20336,16463,16395,22150,15078,28767,16912,36790,20677,19136,15124,13671,8331,12094,7428,9598,7020,4291,5085
영등포구,214,1236,9,54,0,0,0,0,34,0,2164,316,2821,1664,9589,4820,13317,18574,5594,7569,3771,3431,3601,3301,3980,3509,4051,3840,3455,3550,3602,3836,4350,4518,6611,7498,12142,10628,5120,7963,3320,5499,3472,6139,2534,6374,1290,4446
영등포구,2161,4514,58,90,0,86,0,0,1,0,2634,2422,4934,22384,10511,130030,16551,215220,13841,68665,13958,31550,20764,31467,20422,30755,26117,34417,29270,28450,37475,26260,40511,27380,68560,31435,171370,45428,77566,27837,50058,13677,55233,10750,42646,9555,17257,6529
영등포구,480,1077,123,57,0,2,0,0,0,0,1369,1131,2787,6262,5734,29282,8771,62497,6879,14925,6776,10046,6910,10065,8483,10593,9412,10663,10500,10216,12986,9425,16255,10356,22578,12153,42431,15966,20229,9825,12975,5779,14637,4673,9192,4452,3444,3061
마포구,1689,3794,30,137,0,5,0,0,1,0,2817,1319,9403,9145,28155,25825,37765,87610,20777,43860,17325,20387,18597,21160,19692,20366,23236,21273,23289,20760,25410,21188,27412,24852,36894,32971,67729,53960,34548,40209,27397,20676,29209,17889,26053,16193,13103,11570
마포구,272,4019,16,727,1,22,0,0,2,0,2360,576,5727,4981,18878,9383,26373,33403,13940,14559,9867,8685,10807,7682,10956,7764,11835,8896,10416,8944,11284,9816,12640,11290,16630,13620,24304,20106,11143,15851,7489,10565,7109,9808,5361,10741,2270,7660
서대문구,423,1113,28,137,0,0,0,0,6,0,1392,252,2099,1456,5464,8760,7811,35044,5250,25694,5555,7681,11280,6441,7372,5684,6586,5940,7651,5786,7820,5855,8389,6335,11133,6888,30099,10009,13299,7953,8347,5237,8104,4758,5340,5068,2459,3830
종로구,1381,2337,46,173,0,0,0,0,4,0,2697,1682,6035,19499,14733,55125,23854,154010,17917,59085,17124,28869,28619,24174,26853,23161,24665,28388,27370,24673,31676,20575,41229,20565,56316,24818,108838,32783,40901,22575,30944,12605,32349,11604,24330,10696,10474,6684
종로구,2817,1750,132,84,0,0,0,0,9,0,1793,412,2270,5506,4049,15523,5605,48736,6877,42146,11062,33701,14518,33642,21441,35399,24524,34136,27051,31188,31337,27048,37503,26333,42905,26645,56969,29597,42064,19494,31175,10025,32406,8009,28433,6924,15262,4712
중구,469,294,14,22,0,0,0,0,2,0,390,328,692,4087,1176,11739,2001,45820,2795,25132,3929,14367,5372,12086,6404,10631,8097,10507,10071,10283,11503,8790,13140,7762,17476,6298,32790,5943,21268,3392,10476,1668,8224,1319,6053,1157,2768,810
중구,282,540,6,59,0,0,0,0,1,1,241,290,449,2717,1031,11604,1641,37334,2416,14676,3429,5498,4833,4141,3654,3761,3302,4337,3738,3986,4634,3568,4848,3471,8036,3699,22815,4026,12517,3109,6165,2071,5176,2069,3898,1952,1556,1606
중구,427,1519,31,49,0,0,0,0,1,0,1520,208,2939,1800,8558,3398,13507,16116,8247,9678,6357,5151,6841,4993,6667,4834,7180,5628,6663,5511,6813,6277,7533,7027,8596,8279,12928,10868,10220,9815,6078,6251,5603,5933,4670,6664,2045,4649
성동구,229,2344,44,76,0,2,0,0,5,0,2745,728,5900,6074,16472,9395,24240,12401,12867,7864,9064,6151,8750,5719,9394,6830,8844,7122,7937,7925,8192,9156,11269,10367,12245,12546,11017,17683,7349,15584,5015,9771,4446,9388,3534,9922,1637,6790
강서구,507,533,7,26,0,16,0,0,0,0,471,2028,1971,7686,5989,14294,8181,15394,7809,12990,6562,11825,8928,13778,11044,15453,13076,16201,14925,15906,17594,15638,18857,15040,21914,16010,27789,16653,22120,11843,18309,5966,14754,3766,15185,2444,5964,1137
광진구,534,3230,22,113,0,0,0,0,4,0,4831,642,9548,4375,25106,6272,38723,15407,25085,8915,13252,7726,12070,9431,12102,10022,12005,10230,11488,11467,11792,12625,13652,14349,14748,17881,13519,24973,9878,22921,7757,15571,6978,15886,5659,17143,2875,10762
강남구,1961,5452,65,92,0,25,0,0,52,0,4171,3600,9592,23712,15622,72671,22548,189576,18170,124594,19121,51523,21381,34515,24399,29843,27575,32826,30532,32002,40027,28655,45839,29000,60951,32975,114591,36345,86669,27948,51214,17074,46980,15529,39981,14183,15285,10646
강남구,2759,2815,30,73,0,4,0,0,23,1,2188,1644,5020,12884,8970,31973,13014,116612,11623,95578,11538,42046,13994,27106,17119,24162,21028,25233,24284,23161,29635,22067,31141,22231,42110,23076,85350,25103,59170,19829,39220,12129,38619,10259,33649,8356,14992,6244
강남구,3188,2668,40,45,1,4,0,0,0,0,3218,1468,6232,20163,10015,53026,15001,215996,14014,142228,13682,56536,17195,39424,21413,32780,29217,34368,33882,30188,40915,27126,43689,26986,59892,28204,152194,31205,95377,22418,50480,13871,50981,10761,42446,9328,18933,7342
강남구,6512,3670,65,90,0,2,0,0,59,1,4742,1171,7832,16171,13547,49751,20846,132673,18346,102230,15649,40208,16874,29062,20014,27614,23668,30185,27178,28086,30931,27319,33770,30411,46483,37223,97104,50205,67401,39543,46028,21457,52938,15768,52828,13586,32081,9556
서초구,751,1235,21,22,0,2,0,0,1,0,1205,673,3490,6434,9713,13336,14844,26636,9817,20718,7494,10939,7399,11436,8157,12046,9793,11679,10410,10102,12614,9668,15592,10719,18390,11870,21490,13753,16549,10732,12902,6572,13594,5807,13020,5632,4676,3848
서초구,2172,1832,28,67,0,1,0,0,28,0,1760,2483,4231,21911,11378,40448,21620,67718,27574,53607,29026,39232,33863,39678,38378,37566,40306,40383,40966,39477,47126,36451,50933,36316,62383,38108,72265,43201,56556,31053,56655,17025,53603,13585,41576,9400,16585,5869
서초구,1384,5209,39,562,0,1,0,0,2,0,2564,1608,7944,11176,20569,25480,32544,93852,22476,49300,17719,22161,18438,17476,18788,17789,20847,19836,21356,19457,23615,20451,27296,21303,37256,25737,69082,32445,35787,27329,22912,16823,25260,15401,20327,14007,8499,9604
동작구,3597,5370,152,221,0,5,0,0,35,0,5284,1241,11438,8782,30610,16905,51097,49279,31651,34342,23098,23596,24390,22725,24954,24549,28057,25333,28432,25938,29044,28928,31282,32548,35354,41723,48234,61014,32445,53240,30155,30113,33430,26538,33428,24493,19575,15898
동작구,863,5513,18,126,0,0,0,0,0,0,6006,658,13245,4485,41376,7203,61455,16871,33355,13878,21296,12865,18933,11640,18271,13170,19089,15158,17034,15642,16683,18880,16720,21461,18783,25262,18739,36070,12546,34904,10490,24222,10124,22319,8151,22067,3643,15138
동작구,1180,4719,40,88,0,0,0,0,0,0,4502,1406,11322,6544,35549,7965,47458,25336,27600,19557,18678,17739,17694,15463,18222,15163,18718,15833,17485,17061,17814,17066,20319,19596,23359,22620,23745,33265,13961,30689,11586,21070,13498,19174,11792,19357,6577,15207
동작구,752,5167,36,103,0,0,0,0,5,0,7437,1186,12007,6817,33295,9720,46930,21447,28273,14958,18477,12547,17561,12720,17553,14215,18250,15767,16408,15798,17146,18034,18230,20519,20887,23950,21620,33772,13357,28847,9745,20736,9718,19722,8357,20010,3936,12812
동작구,973,7239,29,138,0,0,0,0,16,0,10647,1150,17938,6641,54083,16040,80797,35172,42681,23544,26807,16967,24316,15834,25979,16846,24384,19595,22435,20521,22422,23929,24911,27933,27144,32536,33143,51869,22158,49577,15996,32891,14248,31801,12591,30505,5949,20678
동작구,617,3756,40,149,0,0,0,0,16,0,5897,1475,7847,7436,22566,19785,35168,38458,19841,24288,13343,11334,13015,11080,14706,12909,14995,13424,15882,12477,16203,13226,18522,14730,21161,19376,33406,27307,17926,23964,12511,15280,12012,14509,9988,14855,4578,10394
영등포구,736,4715,73,1164,1,31,0,0,76,1,12036,2168,16272,7273,40879,11288,56560,22757,33941,15043,20212,13732,18066,13677,18288,13759,18898,14577,16594,15066,17417,18231,19201,21375,21671,27815,22777,40571,15087,35038,11611,23461,10694,23751,8648,25665,4147,15004
구로구,860,2360,36,72,0,10,0,0,16,0,10420,1243,10442,4722,21509,7278,31046,21901,21680,17890,14537,17749,14804,22499,17411,20140,19366,20133,19324,18516,21466,19364,23364,20929,26158,26204,26569,34426,19562,26355,16023,18309,14351,19284,11606,20206,6570,10056
구로구,1251,4215,51,62,0,0,0,0,35,4,17138,2140,19369,7946,40967,28443,48437,113946,31462,45740,19439,23179,17759,19602,19109,18728,19654,19981,18682,19079,20592,20632,24027,24312,33173,35315,73470,42281,46616,33493,28067,22038,22122,25044,15755,26313,7672,14381
금천구,3316,3645,26,56,0,8,0,0,442,3,7062,3517,9741,22342,21244,125677,23290,435268,19943,203968,20712,61388,26097,48298,33546,45536,42339,49643,46286,48891,60402,45715,71639,43066,140172,44295,320912,46111,178867,37519,107205,19927,107752,14368,61560,13067,25766,9580
금천구,2085,13175,46,138,0,52,0,0,2,0,11963,3075,32072,9327,101098,19144,115208,36322,58384,30006,39646,22077,37651,25179,37311,28597,37363,32136,34744,33974,35422,38316,39360,46537,45115,61313,49406,96625,31611,107345,26187,61415,29217,53399,27131,51080,13269,40115
금천구,1299,11992,55,244,0,62,0,0,225,5,25322,4334,40454,12824,116764,20317,144444,33946,70052,26988,45042,24546,41962,28117,42979,32243,43898,35263,39417,37707,38393,45763,41387,53174,46956,66513,47775,99841,34156,104408,24914,64706,22614,59854,17078,57090,8535,41078
구로구,247,4385,5,206,0,20,0,0,6,0,5739,785,12572,4899,37132,7709,42418,13037,22693,6537,14378,5976,12677,6674,13184,8537,12394,9479,10846,10177,11095,12414,12983,14427,13674,16634,13301,24533,8148,27911,6231,17876,4836,16513,3829,16223,1645,12157
구로구,210,2548,9,28,1,2,0,0,4,0,2264,392,8426,2363,26223,3895,32835,7835,15905,5135,9910,3992,9149,4849,8832,6099,9168,6475,8253,6779,8439,7748,8486,10057,10372,13610,10257,18886,6570,20545,5111,14018,4887,12351,3491,12443,1507,8148
강서구,805,3570,18,98,2,31,0,0,0,0,3227,1982,9294,11896,30136,13088,28541,32083,15110,23570,12465,15961,13563,19182,17118,21357,20979,20318,21309,17790,24171,17620,27233,20739,31162,25788,34240,36667,20509,31333,16586,16961,16948,14120,17420,13265,6488,8966
강서구,559,7801,36,225,0,0,0,0,0,0,6732,1001,24227,5210,69148,22179,71573,25584,38926,15132,29368,13252,29949,14310,32017,17689,27409,21302,24660,23134,27859,27380,31148,31963,29981,37184,26419,52728,16304,56630,11072,37269,10495,34580,9294,35946,3482,26302
강서구,1105,14693,124,442,0,12,0,0,116,2,20890,1609,42795,10399,129837,15423,161641,32305,79534,27238,52124,21025,47754,23390,48313,27711,46925,30547,41677,34118,39468,41845,42400,51508,46146,67188,46260,109561,30290,111980,21676,72117,20072,62868,16527,66872,7961,45593
강서구,1326,16205,115,1001,0,0,0,0,16,0,24682,1249,43865,11079,148626,13114,168819,24401,85237,23604,53712,21524,48311,23686,49193,29772,47113,31321,40732,36271,37290,47125,40936,56838,44594,67910,41902,112040,28980,116381,21005,79120,18599,73303,15112,73628,7731,50609
양천구,1377,9847,50,241,0,0,0,0,0,0,8178,1461,21567,6907,73136,13060,85966,31594,43320,27559,31214,20540,30478,19917,30308,22433,29463,27348,27516,29649,28276,32593,30569,37407,35697,47251,39236,75930,23743,73947,18154,45402,18268,41198,19695,42465,8549,28794
노원구,3161,15064,68,886,0,14,0,0,106,9,12447,542,31587,10104,66915,16496,76274,35053,47173,42487,38411,29400,36585,31108,39795,36568,40979,40883,38782,42656,40424,46297,45992,52344,47961,66938,45950,94408,35459,94558,38611,62583,35046,55665,35066,53318,19104,41930
도봉구,2282,20013,43,377,0,0,0,0,1848,21,16586,3457,44065,13037,118928,23095,111999,45588,70114,38416,54215,34427,51928,35361,53509,40960,51707,45968,48078,51573,49364,57805,54114,66254,58088,78044,60501,106640,35660,110239,26828,78058,27244,69590,24445,70420,12506,55423
도봉구,1127,18678,94,418,0,0,0,0,45,1,23275,1034,59754,11147,158044,16601,168932,32504,100633,26331,68333,23345,58803,27503,58838,29959,53612,34704,47223,37752,44155,47067,48448,55441,51887,71658,48919,101116,33640,114009,22689,81700,19205,72623,14838,74480,7823,56648
강북구,706,6039,120,174,0,0,0,0,45,3,12087,1875,26640,7212,73403,19187,83173,40307,49100,26190,35678,20574,32254,22708,33050,24540,33102,26742,32583,28877,32703,30291,34474,35811,36618,41819,38668,55488,25551,57606,17077,36991,15019,34187,11722,34359,5824,23340
강북구,2509,11170,77,391,0,0,0,0,30,3,15425,2966,44008,12075,125958,20898,140278,44267,85455,45757,58361,35167,53317,41661,54462,45578,57798,47948,55378,51112,57163,60397,61529,71623,64433,86997,64811,123592,49174,123375,50410,77078,33858,68750,26091,67328,14401,45571
성북구,1474,10797,80,366,0,0,0,0,27,0,12142,2500,38948,9630,120090,19651,122610,44035,72480,37423,49494,31369,44666,32501,46611,35399,45885,37131,41559,38813,40808,42750,47261,50073,52384,64047,53094,89031,34049,90126,25566,59384,21506,55016,18935,59556,9854,41639
성북구,2737,8995,97,388,0,0,0,0,26,6,6333,2150,23128,9867,66197,21280,78253,57412,53179,40794,40795,32483,42052,37811,45604,37226,47146,38602,45001,41976,49524,44556,55497,48614,63758,59977,67413,78210,46665,76067,39467,49189,41238,43090,39306,42953,19725,30486
성북구,1371,12732,58,1661,1,260,0,0,41,4,7949,1527,15014,9098,40343,24150,51103,37661,34584,33471,27166,24565,26935,21313,29967,26333,30571,27354,29718,25515,31007,28842,37675,30374,42405,37468,41271,43898,27414,40276,20691,27501,23163,25508,20355,26046,9240,18908
종로구,9048,7311,278,437,1,5,0,0,26,2,4683,2569,9134,18876,20332,54252,28642,146500,29181,155507,40151,128128,63740,92709,78471,106819,88456,129971,89646,123809,108565,105502,124622,103717,141876,114038,162591,137713,114568,115687,112495,40959,146942,30346,159737,26857,66083,18015
종로구,2593,3383,100,168,1,3,0,0,651,10,11193,3468,6367,20427,7052,47614,10872,103838,16702,92295,25336,73451,35190,65040,46408,57059,53969,56990,67084,58013,75404,50692,85337,43720,116804,35645,107177,30991,53808,38101,37201,28277,32753,18862,28469,12214,15782,11261
중구,5382,4838,139,300,0,0,0,0,243,3,10568,1871,7626,15509,10865,34961,13514,92454,15865,52664,18882,42097,25301,36630,29014,35995,32454,38783,39531,39555,47562,36995,55175,35752,69249,38235,102307,42742,70777,49834,54215,30235,52625,23972,47967,20253,28229,14597
중구,8172,4940,108,444,1,22,0,0,102,6,3925,3224,5777,20100,11260,63244,18421,239716,23484,143454,29380,78159,37176,62769,40677,57400,48427,62676,54244,57576,63790,52196,74505,49620,99985,53550,176334,63114,117749,45288,77973,22117,83387,19904,73859,17738,39524,13233
중구,5707,3877,245,435,0,1,0,0,8,1,1463,2003,3535,21419,7186,64050,11871,150112,22775,107779,33203,84789,41467,98687,47045,107684,58663,117468,72409,111471,88845,114169,106738,114379,127255,121467,175415,117208,133850,85927,122529,48740,137054,33540,132468,20809,58959,13113
중구,1551,2031,139,251,0,5,0,0,7,0,2867,944,4496,34226,6605,64366,10941,159719,14889,117573,22134,83035,33928,89616,46561,81300,63388,73390,78748,69587,88051,60518,97462,47417,123805,35575,135215,29298,77801,18712,67488,9837,36430,9883,23326,9825,10596,6095
용산구,1190,6000,37,876,0,28,0,0,237,11,4558,897,7093,13229,11625,37822,17093,96073,14624,41798,13899,29712,16173,29070,18145,32707,18033,35039,17485,37424,19237,42266,21442,46573,29103,49491,65209,52847,32906,40767,21266,30104,21503,29404,16775,29143,8861,17254
용산구,2349,3946,386,169,0,0,0,0,17,1,3693,1055,9512,11321,21609,31241,35172,81814,25448,43342,21820,31547,24542,28980,26140,26093,30145,27312,31844,26771,33785,26100,41846,28087,47650,33679,68958,45180,41662,35964,30269,21667,31945,20307,28275,21311,14341,14511
용산구,506,1879,11,110,0,6,0,0,5,3,647,659,1974,5302,5404,15315,9576,31412,6324,17619,5142,13164,6631,11828,8047,11470,9490,10290,9053,9538,9139,9627,9856,10475,13684,12878,25362,15931,14404,11458,9696,6854,9790,6352,7806,6362,3621,5037
용산구,1707,1673,30,89,0,0,0,0,27,3,1533,1262,4206,15957,10619,25128,15996,82917,13687,52382,12815,25983,15990,23330,17240,22089,21005,23807,21839,23177,25500,24195,27577,24136,42297,26709,75170,30907,48032,22855,29924,13235,25822,11271,20199,9221,9335,5776
용산구,426,2600,54,76,0,0,0,0,72,32,1137,842,5475,8065,14555,17620,21471,41789,14648,40812,15145,32134,28573,16421,33919,17303,18715,20013,18382,19472,20727,18469,26219,18211,27229,18813,30081,24410,14685,20101,10093,12210,9959,11343,7231,10706,2906,6792
동작구,135,1174,6,134,0,6,0,0,1,0,457,233,1551,2088,5057,4503,8139,7229,5350,4634,4045,3553,4314,2959,4495,3330,3988,4136,3930,4419,4376,4763,5028,5114,5882,5462,6967,6117,3768,5568,2294,3660,2191,3554,1706,3325,739,2544
동작구,2442,7990,94,341,1,69,0,0,27,1,7065,1067,19943,11191,59886,22471,79607,51199,49451,41933,36687,29766,37357,32107,37281,35563,39341,37304,38613,40798,38720,46622,39434,53658,45361,67406,55534,97278,36197,82778,32184,47291,32461,42932,30551,43246,17177,28077
동작구,3923,12833,50,1687,0,96,0,0,68,4,11988,1546,31330,17797,90780,29472,119659,47018,85517,36805,58281,29555,53724,36934,51438,40579,54471,36687,52779,35575,50047,40804,50660,51417,58336,74500,66595,112997,53503,95203,44100,50374,48738,46291,49606,45744,28094,33008
서초구,30,336,0,7,0,0,0,0,8,0,415,30,594,1370,1711,3705,3201,4066,2456,1756,2122,1349,1784,1118,2618,1366,3247,1453,3096,1460,2680,1337,4116,1462,4353,1800,4792,2446,2369,2142,1102,1203,894,1234,622,1077,184,823
강서구,267,5184,7,519,0,19,0,0,8,0,4919,13,12835,3349,35364,5773,30445,16706,17295,8171,14497,6579,13662,6298,13946,7701,12953,9047,11301,9696,12103,11989,14208,13770,13517,15488,14474,21198,6993,24844,5115,18197,4558,16454,3385,16991,1637,12289
용산구,877,1934,23,86,0,3,0,0,5,0,1622,681,3296,6500,7422,15108,13413,30887,9768,18558,9641,11066,19155,9798,16749,9527,14695,10011,14380,9476,15895,9082,18423,9350,23769,11287,30816,13751,16292,9857,12475,6472,13275,7219,11182,7790,5992,6420
용산구,5660,7137,378,433,0,28,0,0,19,0,10994,1381,9035,6850,13421,12113,19611,29153,15107,27816,13874,22385,15609,26457,17942,32036,21531,35667,26573,33467,29673,36846,35741,42277,41008,53545,46822,68646,40237,64299,37938,38011,46282,29934,52404,25564,35113,20834
용산구,808,2336,14,33,0,22,0,0,7,0,740,587,1363,6361,3716,15738,5432,33279,3633,22478,3365,12084,4109,10928,4866,12161,5586,15679,6966,14399,10007,11918,12285,13874,20768,17104,29408,25003,16687,20600,15412,6030,18197,4312,21768,3727,18353,2688
중구,201,1062,10,29,0,0,0,0,0,0,988,283,1849,1128,6631,2548,9232,6819,6159,4205,4776,3195,4481,2738,4508,2835,4181,3377,3831,3508,4144,4107,4154,4627,5444,5412,6959,7510,4528,6514,3240,4199,2879,4355,2129,4655,1075,3342
중구,451,944,12,27,0,0,0,0,2,1,983,327,2052,1953,5088,5453,8307,19423,5245,9606,5058,6622,5269,5308,6732,5723,6345,5677,6422,5655,6779,5403,7447,6205,8887,7284,12256,8920,8387,6824,5988,4364,6176,3757,5570,3534,2828,2726
중구,387,1284,18,56,0,2,0,0,24,0,1488,302,3042,2137,8365,5590,11009,25690,6239,12042,4745,6170,5785,4906,5185,5168,5534,5242,5462,5236,5828,5775,6505,6790,7851,7580,12716,9300,10294,7123,6092,4834,5326,4358,4176,4586,2082,3091
중구,1343,2456,32,56,0,0,0,0,116,1,7868,1251,6693,6370,8389,14813,11142,46451,11319,25548,9901,15136,12710,11889,14502,10895,11658,13990,13214,12627,15995,9642,21554,9512,23193,15297,28779,17194,19323,24073,13897,12239,16186,7763,14111,7321,14986,12864
종로구,716,3145,47,178,0,10,0,0,64,1,4098,992,5294,3695,10654,8947,14719,29528,12367,26253,12324,17318,14262,17867,18403,19175,18853,20377,22205,20749,25040,19819,27378,17788,29087,17825,30866,18509,18040,15406,12544,10695,11106,9242,8596,9835,4156,10639
종로구,91,1463,12,35,1,5,0,0,5,0,2460,412,4468,2762,15146,6821,18398,6914,9099,4374,5438,3222,5367,2730,5630,3670,4998,3542,4372,3878,4861,4049,6060,5035,6339,5618,5336,8263,3204,8265,2710,5373,2363,4995,1492,6476,661,4230
성북구,684,3843,25,98,0,30,0,0,0,0,4012,954,8410,4521,25643,10140,43385,23958,21227,11910,13811,8822,12731,8783,13747,9158,13469,9184,12232,9915,11879,10811,14030,13834,16229,15282,21146,22406,12981,22139,8598,14885,7986,13943,7252,16277,4624,10974
성동구,345,3460,55,88,0,1,0,0,0,0,4089,823,11519,2737,35450,5486,49116,9789,25221,7458,15943,5865,14361,7219,13285,9272,13381,9845,11925,10889,10520,13358,11918,15856,13588,19377,13236,27595,8665,26086,6302,16084,5503,16083,4456,16904,2007,10733
성동구,279,1952,15,142,0,22,0,0,1,0,2608,488,5891,3333,17772,8936,23896,20646,13348,14727,10138,10363,10620,10005,11345,10796,11448,10484,11006,8901,12065,9511,13044,11081,14652,13835,16912,19630,10502,16449,7818,10364,7480,8832,6438,9535,2653,6234
성동구,834,6157,39,236,0,11,0,0,7,0,9153,717,19697,7544,59923,16150,82309,41698,41058,22877,25965,15919,23738,17065,24313,19021,25035,21269,23530,22878,23977,23780,27276,27817,33960,34865,42000,51746,24537,49134,16086,29839,13991,29208,11827,29626,5463,20325
동대문구,838,6622,26,374,0,10,0,0,0,0,5998,1052,16472,10836,52112,23858,69771,85114,35530,37707,26668,23549,23959,26239,25339,25663,26552,28927,25995,29021,29088,28524,36635,30687,47191,38287,75380,53584,46800,52277,21332,31615,18663,27815,16454,27665,7113,19331
송파구,663,3180,13,165,0,11,0,0,11,2,2537,577,7000,5627,21143,9717,27596,23958,18721,14750,15756,10236,16966,11680,15497,11875,16003,12723,15737,14637,17140,15737,18125,16700,22302,18948,25684,23516,14513,21579,11091,14994,10902,13837,9155,13775,4195,9731
송파구,244,2589,12,85,0,3,0,0,12,1,2385,196,6677,2738,24126,8241,28165,35631,16193,16959,13652,10043,12963,8321,11360,9025,12350,11321,12624,11517,12628,11273,12919,12081,16373,14884,25058,19366,10771,19697,8024,12945,7109,11814,5651,11851,2265,9286
송파구,174,3494,15,47,0,15,0,0,37,0,2883,10,7105,2937,25826,6484,35186,18063,18013,7631,11938,6353,11048,5665,10582,6135,10794,7501,9060,8029,8869,9376,10091,10381,12590,13299,16408,17446,8149,18279,5870,13018,5022,12324,4229,13679,1619,10439
노원구,447,8329,10,711,0,39,0,0,74,3,9255,13,19634,6622,59076,10380,58975,15185,38546,15367,27510,15032,24449,13473,24331,15083,24084,16693,21898,17547,20649,21429,21124,25402,22206,29921,20385,38643,14377,39599,9209,31660,7499,29547,6321,30265,3170,23698
노원구,960,13570,39,1315,0,84,0,0,49,1,15580,202,44071,8776,113282,18542,104063,24458,59662,19701,42541,18247,37475,18287,37838,23684,36183,25717,31363,26935,31056,32876,32923,39068,34713,50107,31162,67218,21576,73118,15883,52902,13997,47206,13956,48135,6030,39458
노원구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
구로구,6586,25468,139,991,0,85,0,0,146,3,43046,6750,62060,23295,163797,80270,218388,298629,131801,166328,85497,71210,77800,62389,80983,62104,85868,73855,80566,81516,82080,86178,95851,95205,124720,126329,246536,178634,159629,174211,97522,113939,90303,110842,75671,128595,39915,84686
구로구,2078,13937,71,667,0,49,0,0,342,15,39145,4459,39033,15476,89144,27285,126872,79447,87049,46842,50365,40342,44511,43145,47737,43903,49237,45440,44675,45652,45746,54480,52660,60769,59690,82148,79862,100167,48112,86922,35268,59727,30081,68808,23748,84122,12155,45945
구로구,5739,45176,212,6278,0,36,0,0,2980,17,44736,6314,62760,23652,168025,54585,181666,151912,114082,97924,83647,82650,84347,85123,95012,97825,101915,99838,102090,100132,108459,108062,119544,119946,141442,148095,184209,213927,124351,203510,103383,115684,114289,105962,102282,113872,42205,90835
영등포구,1711,6525,32,415,0,0,0,0,26,0,3962,1863,14167,9236,46817,31700,51251,125877,29954,50450,23701,24599,24164,23877,26461,25175,28529,28023,27755,27600,29712,26579,33140,28133,46228,32287,95212,44818,44872,43488,28595,26911,27493,25611,22038,24244,10278,17707
영등포구,2057,8170,55,580,0,1,0,0,45,2,6827,2372,15421,14518,47445,37191,51209,113237,34525,58180,28797,30029,29667,27167,31159,29376,32946,31436,33538,31723,34268,32564,37836,35700,53649,40957,100279,54706,48670,48869,33604,29468,32706,28228,28143,28012,13044,20811
